,"ENFERMEDAD","SINTOMAS"
639,"Asma Bronquial","Mi fiebre está por las nubes y estoy tan débil y agotado. He estado tosiendo mucha mucosidad y manejar todos estos síntomas ha sido realmente difícil. Todo me está molestando tanto."
640,"Asma Bronquial","Doctor, debido a la fiebre alta, no he podido respirar por la nariz ni por la boca durante unos días y me siento demasiado cansado. Por favor, recomiéndeme algunos medicamentos."
641,"Asma Bronquial","Oye, tengo tos seca, problemas para respirar y fiebre alta. Estoy produciendo mucha mucosidad y me siento bastante débil y agotado."
642,"Asma Bronquial","He estado tosiendo sin parar durante días y también tengo problemas respiratorios. Mi fiebre está por las nubes y estoy tan débil y agotado. Todos estos síntomas me han resultado muy difíciles de controlar."
643,"Asma Bronquial","Además de la somnolencia, he estado teniendo problemas para respirar debido a una tos persistente. He estado tosiendo mucha flema espesa y mucoide y tengo fiebre alta."
644,"Asma Bronquial","He estado luchando para respirar, tosiendo constantemente y sintiéndome agotado. Tengo fiebre muy alta y he estado tosiendo mucha saliva espesa y mucoide. Simplemente me siento tan agotado y exhausto de tratar de lidiar con todo."
645,"Asma Bronquial","He estado experimentando dificultad para respirar, tos crónica y agotamiento. He estado produciendo mucha flema espesa y mucoide mientras también tengo una temperatura muy alta. Debido a haber tenido que hacer frente a todo esto, simplemente me siento extremadamente agotado y exhausto."
646,"Asma Bronquial","Hola, mamá y papá. Recientemente me he sentido increíblemente agotado y he tenido una tos que no se va. Mi fiebre es realmente alta y mi respiración se ha vuelto superficial. Además, he estado tosiendo mucha mucosidad, flema espesa."
647,"Asma Bronquial","He estado luchando contra la fatiga y una tos constante que me dificulta la respiración. Mi fiebre es alta y he estado tosiendo mucha flema espesa y mucoide."
648,"Asma Bronquial","Doctor, debido a la fiebre alta, no he podido respirar por la nariz ni por la boca durante unos días y me siento demasiado cansado. A veces también se ha visto mucosidad. Por favor, recomiéndeme algunos medicamentos."
649,"Asma Bronquial","He tenido problemas de salud continuos durante una semana, como tos seca, dificultades respiratorias y debilidad general."
650,"Hipertensión","He estado experimentando dolor de cabeza, dolor de pecho, mareos y dificultad para mantener el equilibrio. También siento que tengo problemas para concentrarme."
651,"Hipertensión","Junto con dolor de cabeza, dolor de pecho, inestabilidad y problemas de equilibrio, también me he estado sintiendo mareado. También creo que tengo problemas para concentrarme."
652,"Hipertensión","Junto con dolor de cabeza, dolor de pecho, inestabilidad y problemas de equilibrio, también me he estado sintiendo mal. También creo que tengo problemas para concentrarme."
653,"Hipertensión","Además de dolor de cabeza, dolor de pecho, inestabilidad y problemas de equilibrio, ya me he estado sintiendo mal. También supongo que tengo problemas para concentrarme."
654,"Hipertensión","He estado experimentando problemas de equilibrio, dolor de cabeza, dolor de pecho y mareos. También me ha costado concentrarme y enfocarme."
655,"Hipertensión","He estado teniendo dolor de cabeza, dolor de pecho, mareos y problemas con el equilibrio. También me ha sido difícil enfocarme y concentrarme."
656,"Hipertensión","He estado teniendo problemas para caminar, dolor de cabeza, dolor de pecho y mareos. Mi capacidad de concentración y enfoque también me ha estado desafiando."
657,"Hipertensión","He estado teniendo mal equilibrio, dolor de cabeza, dolor de pecho y mareos. Mi capacidad para prestar atención y concentrarme también ha sido problemática."
658,"Hipertensión","Mi coordinación ha estado mal y he estado experimentando dolor de cabeza, dolor de pecho y mareos. Además, he tenido problemas para concentrarme y enfocarme."
659,"Hipertensión","Mis síntomas incluyen dolor de cabeza, dolor de pecho, mareos, falta de equilibrio y dificultad para concentrarme."
660,"Hipertensión","He estado experimentando síntomas como dolor de cabeza, dolor de pecho, mareos, pérdida de equilibrio y dificultad para concentrarme."
661,"Hipertensión","He estado sufriendo síntomas que incluyen dolor de cabeza, dolor de pecho, mareos, pérdida de equilibrio y problemas para concentrarme."
662,"Hipertensión","Dolor de cabeza, molestias en el pecho, mareos, falta de equilibrio y dificultad para concentrarme son algunos de los síntomas que he estado teniendo."
663,"Hipertensión","Además de dolor de cabeza y dolor de pecho, también experimenté desmayos y problemas de equilibrio. También he descubierto que me cuesta concentrarme."
664,"Hipertensión","He estado experimentando problemas de equilibrio, dolor de cabeza, dolor de pecho y mareos. También me he dado cuenta de que tengo problemas para concentrarme."
665,"Hipertensión","Mi equilibrio ha estado mal y tengo dolor de cabeza, dolor de pecho y mareos. También he observado que me cuesta concentrarme."
666,"Hipertensión","He estado experimentando problemas de equilibrio, dolor de pecho, dolores de cabeza y molestias. También he tenido problemas para concentrarme."
667,"Hipertensión","He estado experimentando dolor de pecho, mareos y un dolor de cabeza que se siente como una presión continua en la frente."
668,"Hipertensión","Me he estado sintiendo mareado e inestable de pie, y también he notado una disminución en mi capacidad para enfocarme y concentrarme."
669,"Hipertensión","He estado experimentando mareos y temblores, así como una disminución en mi capacidad de atención y concentración."
670,"Hipertensión","He estado experimentando mareos y ansiedad, así como una pérdida en mi atención y concentración y la capacidad para concentrarme."
671,"Hipertensión","He tenido dolores intensos en el pecho, un dolor de cabeza que no se va y me he estado sintiendo mareado e inestable."
672,"Hipertensión","He tenido dolores intensos en el pecho, un dolor de cabeza que se niega a desaparecer y me he estado sintiendo mareado e inestable."
673,"Hipertensión","Junto con dolor de pecho, mareos y un dolor de cabeza que se siente como una zona estrecha alrededor de mi cabeza, he estado teniendo muchos problemas."
674,"Hipertensión","He estado luchando con un dolor de cabeza que se siente como una banda apretada alrededor de mi cabeza, junto con dolor de pecho y mareos."
675,"Hipertensión","He estado experimentando problemas de equilibrio además de sentirme desorientado y mareado. Mi dolor de cabeza también ha estado presente sin parar."
676,"Hipertensión","Me he estado sintiendo desorientado y mareado, y también he tenido problemas para mantener el equilibrio. Mi dolor de cabeza ha sido una presencia constante también."
677,"Hipertensión","He estado experimentando problemas de equilibrio junto con sentirme mareado y aturdido. Además, he notado una disminución en mi concentración y enfoque."
678,"Hipertensión","Además de sentirme mareado y aturdido, he tenido problemas para mantener el equilibrio. He notado que mi capacidad para concentrarme y enfocarme también ha ido disminuyendo."
679,"Hipertensión","He estado experimentando un dolor de cabeza que se siente como un dolor agudo en las sienes, junto con dolor de pecho y mareos."
680,"Hipertensión","Junto con un dolor de pecho y mareos, he tenido un dolor de cabeza que parece un dolor agudo en la frente."
681,"Hipertensión","Me he estado sintiendo bien todo el día, pero de repente me ha aparecido dolor de cabeza, dolor de pecho y mareos mientras salía a caminar. Desde entonces me ha costado concentrarme y enfocarme."
682,"Hipertensión","Mientras daba un paseo, de repente empecé a experimentar dolor de cabeza, dolor de pecho y mareos después de haberme sentido bien todo el día. Desde entonces, me ha resultado difícil concentrarme y enfocarme."
683,"Hipertensión","Me he despertado esta mañana con dolor de cabeza y dolor de pecho y, según ha ido avanzando el día, también me he sentido mareado e inestable."
684,"Hipertensión","Tenía dolor de cabeza y dolor de pecho esta mañana, y a medida que avanzaba el día, también empecé a sentirme inestable e inestable de pie."
685,"Hipertensión","He estado lidiando con dolor de cabeza y dolor de pecho desde hace unos días, pero hoy el mareo y la pérdida de equilibrio han empeorado mucho."
686,"Hipertensión","Desde hace unos días, he estado sufriendo dolor de cabeza y dolor de pecho, pero hoy el mareo y la falta de equilibrio empeoraron considerablemente."
687,"Hipertensión","Estaba en el trabajo cuando empecé a sentir dolor de cabeza, dolor de pecho y mareos. Desde entonces me ha costado concentrarme y enfocarme en mis tareas."
688,"Hipertensión","Cuando empecé a experimentar dolor de cabeza, dolor de pecho y mareos, estaba en el trabajo. Desde entonces, me ha resultado difícil concentrarme y enfocarme en mi trabajo."
689,"Hipertensión","Estaba en medio de un entrenamiento cuando de repente me apareció dolor de cabeza, dolor de pecho y mareos. Desde entonces me ha costado mantener el equilibrio."
690,"Hipertensión","Experimenté de repente dolor de cabeza, dolor de pecho y mareos mientras hacía ejercicio. Desde entonces, me ha resultado difícil mantener el equilibrio."
691,"Hipertensión","Me he estado sintiendo bien todo el día, pero de repente me apareció dolor de cabeza, dolor de pecho y mareos mientras conducía a casa desde el trabajo. Desde entonces me ha costado concentrarme y enfocarme en la carretera."
692,"Hipertensión","Me sentí bien todo el día, pero cuando conducía a casa desde el trabajo, de repente empecé a tener dolor de cabeza, molestias en el pecho y mareos. Desde entonces, me ha resultado difícil concentrarme y enfocarme mientras conduzco."
693,"Hipertensión","Estaba de compras cuando empecé a sentir dolor de cabeza, dolor de pecho y mareos. Desde entonces me ha costado concentrarme y enfocarme en mis tareas."
694,"Hipertensión","Cuando empecé a experimentar dolor de cabeza, dolor de pecho y mareos, estaba de compras. Desde entonces, me ha resultado difícil concentrarme en mi trabajo."
695,"Hipertensión","Me desperté esta mañana sintiéndome bien, pero a medida que avanzaba el día, empecé a experimentar dolor de cabeza, dolor de pecho y mareos. Desde entonces me ha costado concentrarme y enfocarme en mi trabajo."
696,"Hipertensión","Me sentí bien al despertarme esta mañana, pero a medida que pasaba el día, empecé a sentir dolor de cabeza, náuseas y mareos. Desde entonces, me ha resultado difícil concentrarme y enfocarme en mi trabajo."
697,"Hipertensión","Estaba en medio de una reunión cuando de repente me apareció dolor de cabeza, dolor de pecho y mareos. Desde entonces me ha costado concentrarme y enfocarme en la discusión."
698,"Hipertensión","De repente experimenté dolor de cabeza, dolor de pecho y mareos en medio de una conferencia. Desde entonces, me ha resultado difícil concentrarme y enfocarme en el tema."
699,"Hipertensión","Me he estado sintiendo bien todo el día, pero de repente me apareció dolor de cabeza, dolor de pecho y mareos mientras salía a correr. Desde entonces me ha costado mantener el equilibrio."
700,"Migraña","He estado experimentando acidez e indigestión después de las comidas, así como dolores de cabeza frecuentes y visión borrosa."
701,"Migraña","He estado teniendo dolores de cabeza frecuentes y visión borrosa, así como reflujo ácido e indigestión después de las comidas."
702,"Migraña","He estado teniendo problemas con la visión, viendo las cosas distorsionadas y experimentando alteraciones visuales."
703,"Migraña","He estado sufriendo alteraciones visuales, viendo las cosas distorsionadas y problemas de vista."
704,"Migraña","He estado enfrentando alteraciones visuales, viendo las cosas distorsionadas y dificultades de visión."
705,"Migraña","He estado sintiendo un hambre excesiva, incluso después de comer, y he tenido rigidez en el cuello."
706,"Migraña","He estado enfrentando alteraciones visuales, viendo las cosas distorsionadas y dificultades de visión."
707,"Migraña","He estado malhumorado y triste últimamente, y también he notado un cambio en mi visión."
708,"Migraña","Me he estado sintiendo deprimido e irritable, y he notado un cambio en mi visión."
709,"Migraña","He estado irritado y deprimido últimamente, y también he notado un cambio en mi visión."
710,"Migraña","Junto con dolores de cabeza recurrentes y visión borrosa, sufro reflujo ácido y dificultad para digerir la comida."
711,"Migraña","He estado experimentando reflujo ácido y dificultad para digerir la comida, junto con dolores de cabeza regulares y visión alterada."
712,"Migraña","He estado sintiendo hambre todo el tiempo y he tenido dolor de cuello, así como problemas con la visión."
713,"Migraña","Además de tener rigidez en el cuello y problemas oculares, he estado siempre hambriento."
714,"Migraña","He estado experimentando acidez, indigestión, dolores de cabeza y visión borrosa y distorsionada, así como hambre excesiva, rigidez en el cuello, depresión, irritabilidad y alteración visual."
715,"Migraña","Junto con apetito excesivo, rigidez en el cuello, depresión, impaciencia y alteración visual, también he estado teniendo indigestión, dolores de cabeza, visión borrosa y reflujo ácido."
716,"Migraña","Junto con apetito excesivo, rigidez en el cuello, depresión, impaciencia y alteración visual, también he estado sufriendo indigestión, dolores de cabeza, visión borrosa y problemas estomacales."
717,"Migraña","He estado sufriendo reflujo ácido, indigestión, dolores de cabeza frecuentes y visión alterada, así como hambre excesiva, dolor de cuello, depresión, irritabilidad y alteración visual."
718,"Migraña","Junto con aumento del hambre, dolor de cuello, melancolía, impaciencia y distorsión visual, también he estado experimentando reflujo ácido, indigestión, dolores de cabeza frecuentes y visión borrosa."
719,"Migraña","Junto con aumento del hambre, dolor de cuello, ansiedad, irritación y distorsión visual, también he estado experimentando reflujo ácido, indigestión, dolores de cabeza frecuentes y visión alterada."
720,"Migraña","He estado experimentando problemas digestivos, incluyendo acidez e indigestión, así como dolores de cabeza regulares y visión distorsionada, hambre excesiva, rigidez en el cuello, depresión, irritabilidad y alteración visual."
721,"Migraña","Además de dolores de cabeza recurrentes y visión borrosa, aumento del apetito, rigidez en el cuello, tristeza, irritabilidad y alteración visual, he estado teniendo problemas estomacales, incluyendo indigestión y acidez."
722,"Migraña","Además de dolores de cabeza frecuentes y visión borrosa, aumento del apetito, rigidez en el cuello, ansiedad, irritabilidad y alteración visual, he estado teniendo problemas estomacales, incluyendo indigestión y acidez."
723,"Migraña","He estado luchando con reflujo ácido, indigestión y dolores de cabeza, así como visión borrosa y distorsionada, hambre excesiva, dolor de cuello, depresión, irritabilidad y alteración visual."
724,"Migraña","Junto con dolores de cabeza, indigestión, reflujo ácido, apetito excesivo, dolor de cuello, tristeza, impaciencia y alteración visual, también he estado experimentando visión borrosa y distorsionada."
725,"Migraña","Junto con dolores de cabeza, indigestión, reflujo ácido, apetito excesivo, dolor de cuello, tristeza, impaciencia y alteración visual, también he estado sintiendo visión borrosa y distorsionada."
726,"Migraña","He estado experimentando problemas digestivos, incluyendo acidez e indigestión, así como dolores de cabeza frecuentes y visión alterada, hambre excesiva, rigidez en el cuello, depresión, irritabilidad y alteración visual."
727,"Migraña","La acidez y la indigestión son algunos de los problemas digestivos que he estado teniendo, junto con dolores de cabeza regulares, visión borrosa, aumento del hambre, rigidez en el cuello, tristeza, impaciencia y alteración visual."
728,"Migraña","He estado sufriendo reflujo ácido, indigestión y dolores de cabeza regulares, así como visión distorsionada, hambre excesiva, dolor de cuello, depresión, irritabilidad y alteración visual."
729,"Migraña","Junto con visión distorsionada, apetito excesivo, dolor de cuello, melancolía, irritabilidad y dolores de cabeza regulares, también he estado experimentando reflujo ácido, indigestión y dolores de cabeza regulares."
730,"Migraña","Junto con visión distorsionada, apetito excesivo, dolor de cuello, ansiedad, irritabilidad y dolores de cabeza regulares, también he estado luchando con reflujo ácido, indigestión y dolores de cabeza regulares."
731,"Migraña","He estado experimentando acidez, indigestión y dolores de cabeza frecuentes, así como visión borrosa y distorsionada, hambre excesiva, rigidez en el cuello, depresión, irritabilidad y alteración visual."
732,"Migraña","Ácido estomacal, indigestión, dolores de cabeza frecuentes, visión borrosa y distorsionada, aumento del apetito, rigidez en el cuello, depresión, irritación y distorsión visual me han estado molestando."
733,"Migraña","He estado luchando con problemas digestivos, incluyendo reflujo ácido e indigestión, así como dolores de cabeza regulares y visión alterada, hambre excesiva, dolor de cuello, depresión, irritabilidad y alteración visual."
734,"Migraña","He estado experimentando dolores de cabeza frecuentes, visión borrosa, apetito excesivo, dolor de cuello, tristeza, irritabilidad y problemas digestivos incluyendo indigestión y reflujo ácido."
735,"Migraña","He estado soportando dolores de cabeza frecuentes, visión borrosa, apetito excesivo, dolor de cuello, ansiedad, irritabilidad y dificultades digestivas incluyendo indigestión y reflujo ácido."
736,"Migraña","He estado experimentando acidez, indigestión y dolores de cabeza, así como visión borrosa y distorsionada, hambre excesiva, rigidez en el cuello, depresión, irritabilidad y alteración visual."
737,"Migraña","Junto con apetito excesivo, rigidez en el cuello, dolores de cabeza, indigestión y reflujo ácido, también he estado experimentando tristeza, impaciencia y distorsión visual."
738,"Migraña","Junto con apetito excesivo, rigidez en el cuello, dolores de cabeza, indigestión y reflujo ácido, también he estado experimentando tristeza, impaciencia y distorsión visual."
739,"Migraña","He estado sufriendo reflujo ácido, indigestión y dolores de cabeza frecuentes, así como visión distorsionada, hambre excesiva, dolor de cuello, depresión, irritabilidad y alteración visual."
740,"Migraña","Junto con visión alterada, aumento del apetito, dolor de cuello, melancolía, impaciencia y dolores de cabeza regulares, también he estado experimentando ardor de estómago, reflujo ácido e indigestión."
741,"Migraña","Junto con problemas de visión, alimentación excesiva, dolor de cuello, melancolía, impaciencia y dolores de cabeza constantes, también he estado luchando con ardor de estómago, reflujo ácido e indigestión."
742,"Migraña","He estado experimentando acidez, indigestión, dolores de cabeza y visión borrosa y distorsionada, así como hambre excesiva, rigidez en el cuello, depresión, irritabilidad y alteración visual. Estos síntomas han estado afectando mi vida diaria y causándome incomodidad."
743,"Migraña","Junto con apetito excesivo, rigidez en el cuello, depresión, impaciencia y alteración visual, también he estado teniendo indigestión, dolores de cabeza, visión borrosa y reflujo ácido. Estos síntomas me han estado molestando e interfiriendo con mis actividades habituales."
744,"Migraña","Además de apetito excesivo, cuello tenso, depresión, irritabilidad y alteración visual, también he estado teniendo indigestión, dolores de cabeza, visión borrosa y reflujo ácido. Estos síntomas me han estado perturbando e interfiriendo con mis actividades habituales."
745,"Migraña","He estado sufriendo reflujo ácido, indigestión y dolores de cabeza regulares, así como visión alterada, hambre excesiva, dolor de cuello, depresión, irritabilidad y alteración visual. Estos síntomas me han estado causando mucha angustia y dificultando mis actividades diarias."
746,"Migraña","Junto con problemas de visión, aumento del apetito, dolor de cuello, melancolía, irritabilidad y dolores de cabeza regulares, también he estado experimentando reflujo ácido, indigestión y migrañas frecuentes. Mis actividades regulares se han visto dificultadas por estos síntomas, que me han estado causando una gran angustia."
747,"Migraña","Junto con problemas de visión, aumento del apetito, dolor de cuello, melancolía, irritabilidad y dolores de cabeza regulares, también he estado experimentando reflujo ácido, indigestión y mareos frecuentes. Mis actividades regulares se han vuelto más difíciles por estos síntomas, que me han estado causando una gran angustia."
748,"Migraña","He estado experimentando acidez, indigestión, dolores de cabeza y visión borrosa y distorsionada, así como hambre excesiva, rigidez en el cuello, depresión, irritabilidad y alteración visual. Estos síntomas han estado afectando mi vida diaria y causándome incomodidad."
749,"Migraña","He estado luchando con reflujo ácido, indigestión y dolores de cabeza, así como visión borrosa y distorsionada, hambre excesiva, dolor de cuello, depresión, irritabilidad y alteración visual. Estos síntomas me han estado causando muchos problemas y dificultando la concentración y el funcionamiento normal."
750,"Espondilosis Cervical","He estado experimentando dolor de espalda severo, tos persistente y debilidad en las extremidades. También me duele el cuello y me he estado sintiendo mareado y sin equilibrio."
751,"Espondilosis Cervical","Junto con tos crónica y debilidad en las extremidades, he estado lidiando con un dolor de espalda insoportable. He estado experimentando dolor de cuello, así como vértigo e inestabilidad."
752,"Espondilosis Cervical","He estado sufriendo dolor de espalda, tos seca y debilidad en brazos y piernas. Además, me duele el cuello y he tenido problemas de mareos y para mantener el equilibrio."
753,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos seca y entumecimiento en brazos y piernas. Además, me duele el cuello y he tenido problemas para mantenerme equilibrado y sin marearme."
754,"Espondilosis Cervical","Me han estado aquejando dolor de espalda, tos con tos y entumecimiento en brazos y piernas. Además, me duele el cuello y he tenido problemas para mantenerme equilibrado y sin marearme."
755,"Espondilosis Cervical","Me han estado aquejando dolor típicamente, tos con tos y entumecimiento en brazos y piernas. Además, me duele el cuello y he tenido problemas para mantenerme equilibrado y sin marearme."
756,"Espondilosis Cervical","He estado luchando con dolor de espalda, una tos que no se va y debilidad en las extremidades. Me duele el cuello y he tenido problemas de mareos y pérdida de equilibrio."
757,"Espondilosis Cervical","Me han estado molestando molestias en la espalda, tos persistente y debilidad en las extremidades. Tengo problemas de vértigo y pérdida de equilibrio, y me duele el cuello."
758,"Espondilosis Cervical","Me han estado doliendo molestias en la espalda, dificultad para respirar y debilidad en las extremidades. Tengo problemas de vértigo y pérdida de equilibrio, y me duele el cuello."
759,"Espondilosis Cervical","He estado experimentando dolor de espalda intenso, tos seca y falta de fuerza en las extremidades. Me duele el cuello y me he estado sintiendo mareado e inestable de pie."
760,"Espondilosis Cervical","He estado luchando con dolor de espalda severo, tos seca y debilidad en las extremidades. Me he estado sintiendo mareado e inestable de pie, y me duele el cuello."
761,"Espondilosis Cervical","He estado batallando con dolor de espalda, tos seca y debilidad en las extremidades. Me he estado sintiendo mareado e inestable de pie, y me duele el cuello."
762,"Espondilosis Cervical","He estado luchando con dolor de espalda, tos crónica y debilidad en las extremidades. Me he estado sintiendo desorientado y débil de pie, y me duele el cuello."
763,"Espondilosis Cervical","He estado sufriendo dolor de espalda, tos productiva y debilidad en las extremidades. Me duele el cuello y he tenido problemas de mareos y equilibrio."
764,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos productiva y debilidad en las extremidades. Tengo problemas de equilibrio y mareos, y me duele el cuello."
765,"Espondilosis Cervical","Me han estado molestando dolor de espalda, dificultad para respirar y debilidad en las extremidades. Tengo problemas de equilibrio y mareos, y me sufre el cuello."
766,"Espondilosis Cervical","He estado luchando con dolor de espalda, tos persistente y debilidad en mis músculos. Me duele el cuello y he tenido problemas de mareos y pérdida de equilibrio."
767,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos persistente y debilidad muscular. Tengo problemas de mareos y pérdida del equilibrio, y me duele el cuello."
768,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos crónica y debilidad muscular. Tengo problemas de mareos y pérdida de la posición, y me duele el cuello."
769,"Espondilosis Cervical","He estado experimentando dolor de espalda severo, tos que va y viene y debilidad en las extremidades. También me duele el cuello y me he estado sintiendo mareado y sin equilibrio."
770,"Espondilosis Cervical","He estado teniendo ataques de tos intermitentes, dolor de espalda significativo y debilidad en las extremidades. He estado experimentando dolor de cuello, así como una sensación de mareo e inestabilidad."
771,"Espondilosis Cervical","He estado teniendo ataques de tos periódicos, dolor de espalda terrible y debilidad en las extremidades. He estado sintiendo dolor de cuello, así como una sensación de mareo e inestabilidad."
772,"Espondilosis Cervical","He estado lidiando con dolor de espalda, una tos que no se va y debilidad en brazos y piernas. Me duele el cuello y he tenido problemas de mareos y para mantener el equilibrio."
773,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos persistente y entumecimiento en brazos y piernas. He tenido problemas para mantenerme equilibrado y experimentar mareos, y me duele el cuello."
774,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos seca y rigidez en brazos y piernas. He tenido problemas para mantenerme equilibrado y experimentar mareos, y me duele el cuello."
775,"Espondilosis Cervical","He estado experimentando dolor de espalda, tos persistente y entumecimiento en brazos y piernas. He estado teniendo problemas para mantenerme equilibrado y controlar el vértigo, y me duele el cuello."
776,"Espondilosis Cervical","Mis brazos y piernas han estado débiles, y he estado sufriendo dolor de espalda y tos persistente. Además de experimentar dolor de cuello y problemas de equilibrio, también sufro mareos."
777,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos persistente y debilidad en brazos y piernas. He estado experimentando dolor de cuello, problemas de equilibrio y mareos."
778,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos persistente y entumecimiento en brazos y piernas. He tenido problemas para mantenerme equilibrado y experimentar mareos, y me duele el cuello."
779,"Espondilosis Cervical","He estado sufriendo dolor de espalda, tos seca y falta de fuerza en mis músculos. Me duele el cuello y me he estado sintiendo mareado e inestable de pie."
780,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos seca y falta de fuerza muscular. Me duele el cuello y me he estado sintiendo mareado y tembloroso."
781,"Espondilosis Cervical","Mis músculos carecen de fuerza, y he estado experimentando dolor de espalda y tos seca. He estado experimentando dolor de cuello y sintiéndome mareado e inestable de pie."
782,"Espondilosis Cervical","Mis músculos no han estado muy fuertes, y he estado experimentando dolor de espalda. Me he estado sintiendo mareado e inestable de pie, y me duele el cuello."
783,"Espondilosis Cervical","He estado experimentando dolor de espalda, tos seca y debilidad muscular. He estado experimentando dolor de cuello, sintiéndome mareado y teniendo problemas para mantenerme de pie."
784,"Espondilosis Cervical","He estado luchando con dolor de espalda intenso, tos crónica y debilidad en brazos y piernas. Me duele el cuello y he tenido problemas de mareos y pérdida de equilibrio."
785,"Espondilosis Cervical","He tenido un dolor de espalda terrible, tos persistente y debilidad en brazos y piernas. Tengo problemas de mareos y pérdida de equilibrio, y me duele el cuello."
786,"Espondilosis Cervical","He estado sufriendo dolor de espalda severo, tos persistente y entumecimiento en brazos y piernas. He estado experimentando problemas de vértigo y problemas de equilibrio, y me duele el cuello."
787,"Espondilosis Cervical","Junto con tos persistente, debilidad en brazos y piernas y dolor de espalda severo, he estado teniendo muchos problemas. He experimentado problemas de vértigo y pérdida de equilibrio, y me duele el cuello."
788,"Espondilosis Cervical","He estado experimentando dolor de espalda severo, tos que produce flema y debilidad en mis músculos. También me duele el cuello y me he estado sintiendo mareado e inestable de pie."
789,"Espondilosis Cervical","Además de tener un dolor de espalda insoportable, también he estado tosiendo mucosidad y sintiéndome débil en todas partes. Me he estado sintiendo mareado e inestable de pie, y también me duele el cuello."
790,"Espondilosis Cervical","Mis músculos han estado bastante débiles, y he estado tosiendo flema junto con un importante dolor de espalda. Además de sentirme débil y desorientado, me ha estado doliendo el cuello."
791,"Espondilosis Cervical","Junto con tos con flema y debilidad muscular, he estado lidiando con un dolor de espalda insoportable. Además de sentirme mareado e inestable de pie, me ha estado doliendo el cuello."
792,"Espondilosis Cervical","He estado lidiando con dolor de espalda, tos persistente y debilidad en las extremidades. Me duele el cuello y he tenido problemas de mareos y pérdida de equilibrio."
793,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos crónica y debilidad en las extremidades. Tengo problemas de desorientación y pérdida de equilibrio, y me duele el cuello."
794,"Espondilosis Cervical","He tenido dolor de espalda, una tos que no se va y debilidad en las extremidades. He estado experimentando dolor de cuello, inestabilidad y problemas de equilibrio."
795,"Espondilosis Cervical","He estado sufriendo dolor de espalda, tos crónica y debilidad en brazos y piernas. Me duele el cuello y me he estado sintiendo mareado y sin equilibrio."
796,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos persistente y entumecimiento en brazos y piernas. Me duele el cuello y me he estado sintiendo mareado e inestable."
797,"Espondilosis Cervical","He tenido dolor de espalda, tos persistente y debilidad en brazos y piernas. Me duele el cuello y me he estado sintiendo sin equilibrio y mareado."
798,"Espondilosis Cervical","He estado luchando con dolor de espalda, tos productiva y debilidad en mis músculos. Me duele el cuello y he tenido problemas de mareos y equilibrio inestable."
799,"Espondilosis Cervical","Me han estado molestando dolor de espalda, tos productiva y debilidad muscular. Tengo problemas de mareos y equilibrio inestable, y me duele el cuello."
800,"Ictericia","He estado experimentando picazón intensa, vómitos y fatiga. También he perdido peso y tengo fiebre alta. Mi piel se ha vuelto amarilla y mi orina es oscura. También he estado experimentando dolor abdominal."
801,"Ictericia","Me he estado sintiendo extremadamente picante, enfermo y agotado. Además, he perdido peso y tengo fiebre. Mi orina es oscura y mi piel se ha vuelto amarilla. También he estado teniendo dolor de estómago."
802,"Ictericia","Me he sentido realmente picante, con náuseas y agotado. También tuve fiebre alta y perdí peso. Tanto mi piel como mi orina se han vuelto amarillas. Además, me ha estado doliendo el estómago."
803,"Ictericia","Me han estado aquejando picazón extrema, náuseas y agotamiento. Además, tuve fiebre y perdí peso. Mi orina es negra y me ha salido una erupción amarilla. También he tenido dolor de estómago."
804,"Ictericia","He estado teniendo picazón intensa y vómitos. También estoy muy cansado y he perdido peso. Mi fiebre es alta y mi piel se ha vuelto amarilla. Mi orina es oscura y he estado experimentando dolor abdominal."
805,"Ictericia","He estado experimentando picazón intensa y náuseas. He perdido peso y también estoy realmente agotado. Mi piel se ha vuelto amarilla y tengo fiebre alta. Tengo orina oscura y he estado teniendo dolor de estómago."
806,"Ictericia","He estado vomitando y experimentando picazón intensa. Además de perder peso, también estoy realmente agotado. Mi piel se ha vuelto amarilla y mi fiebre es realmente alta. He estado teniendo dolor de estómago y mi orina es negra."
807,"Ictericia","Me han estado molestando fuertes picores y náuseas. También he perdido peso y estoy realmente agotado. Tengo fiebre alta y mi piel se está volviendo amarilla. Además de sentir dolor de estómago, mi orina es negra."
808,"Ictericia","He estado experimentando picazón terrible y náuseas. He perdido peso y también estoy realmente agotado. Mi piel se ha vuelto amarilla y tengo fiebre alta. Tengo orina oscura y dolor de estómago."
809,"Ictericia","He estado sintiendo picazón y he estado vomitando. También estoy muy fatigado y he perdido peso. Mi fiebre es alta y mi piel se ha vuelto amarilla. Mi orina es oscura y tengo dolor abdominal."
